title,car_number,price,new_car_price,licensing_time,miles,license_location,battery_volume,battery_power_data,battery_torque_data,endurance_miles,make,type,record_date,RV_ratio,months
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版  ,HC-46204657,42000.0,129000.0,2018-03-01,7200.0,商丘,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.32558139534883723,8
昌河 北斗星X5E 2017款 EV268 畅行版  ,HC-47203842,60000.0,155000.0,2017-12-01,3600.0,天津,32.0,55.0,180.0,260.0,北汽昌河,微型车,2018-11-28,0.3870967741935484,11
众泰E200 2016款 三门两座科技版   ,HC-48587254,45000.0,197000.0,2017-04-01,10700.0,漳州,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.22842639593908629,19
江淮iEV 2015款 iEV4 豪华智能型   ,HC-43179818,32300.0,168000.0,2015-12-01,33000.0,北京,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.19226190476190477,35
奇瑞eQ 2015款 豪华型 ,HC-48582860,39900.0,179000.0,2016-07-01,8000.0,邢台,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.22290502793296088,28
北汽新能源 EV系列 2016款 EV160 轻快版   ,HC-41965912,46000.0,193000.0,2016-06-01,18500.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.23834196891191708,29
北汽新能源 EV系列 2014款 E150EV 科技版   ,HC-43950587,35000.0,251000.0,2015-05-01,94900.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.1394422310756972,42
特斯拉MODEL S 2016款 MODEL S 90D   ,HC-47659986,650000.0,979000.0,2016-12-01,12200.0,温州,90.0,386.0,660.0,557.0,特斯拉,中大型车,2018-11-28,0.6639427987742594,23
特斯拉MODEL S 2014款 MODEL S 85  ,HC-27459408,500000.0,797000.0,2015-05-01,38600.0,上海,85.0,270.0,440.0,502.0,特斯拉,中大型车,2018-11-28,0.6273525721455459,42
特斯拉MODEL S 2017款 MODEL S 90D   ,HC-33867169,830000.0,964000.0,2017-11-01,3000.0,武汉,90.0,386.0,660.0,557.0,特斯拉,中大型车,2018-11-28,0.8609958506224067,12
宝马i3 2016款 升级款时尚型(进口)  ,HC-25885023,270000.0,459000.0,2016-09-01,1000.0,杭州,33.0,125.0,250.0,271.0,宝马(进口),小型车,2018-11-28,0.5882352941176471,26
江淮iEV 2015款 iEV4 豪华智能型  ,HC-46877590,36000.0,168000.0,2016-11-01,10200.0,湛江,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.21428571428571427,24
众泰 芝麻E30 2016款 E30标准型    ,HC-46514783,36000.0,195000.0,2017-08-01,1800.0,济南,16.0,30.0,150.0,150.0,众泰汽车,微型车,2018-11-28,0.18461538461538463,15
康迪 2016款 K12   ,HC-40498797,35000.0,172000.0,2018-05-01,100.0,遵义,20.0,35.0,165.0,152.0,康迪电动汽车集团,微型车,2018-11-28,0.20348837209302326,6
江淮iEV6S 2016款 智享版   ,HC-48871080,71200.0,239000.0,2016-05-01,11100.000000000002,长治,33.0,85.0,270.0,251.0,江淮汽车,小型SUV,2018-11-28,0.297907949790795,30
奇瑞eQ1 2017款 智炫版 2座   ,HC-46350669,41000.0,180000.0,2017-08-01,12600.0,湘潭,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.22777777777777777,15
江铃集团新能源江铃E100 2016款 标准型   ,HC-21623589,40000.0,169000.0,2017-07-01,1700.0000000000002,桂林,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.23668639053254437,16
北汽新能源 EC系列 2017款 EC180 灵秀版  ,HC-40461050,45000.0,171000.0,2017-12-01,300.0,蚌埠,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2631578947368421,11
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-44610717,39000.0,165000.0,2017-04-01,10700.0,烟台,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.23636363636363636,19
荣威eRX5 2017款 ERX5 EV400 电动互联至尊版   ,HC-34943563,200000.0,322000.0,2017-12-01,4700.0,广州,48.3,85.0,255.0,320.0,上汽集团,紧凑型SUV,2018-11-28,0.6211180124223602,11
比亚迪e5 2017款 300 e享型  ,HC-51437713,98900.0,213000.0,2017-08-01,68100.0,宜昌,43.0,160.0,310.0,305.0,比亚迪,紧凑型车,2018-11-28,0.46431924882629105,15
江淮iEV 2015款 iEV5  ,HC-43944186,40000.0,195000.0,2015-11-01,80900.0,广州,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.20512820512820512,36
奇瑞QQ3EV 2012款 启航I型   ,HC-37784301,36000.0,57000.0,2018-04-01,7200.0,长治,10.0,12.0,72.0,120.0,奇瑞新能源,微型车,2018-11-28,0.631578947368421,7
江淮iEV 2015款 iEV5   ,HC-42084976,49500.0,195000.0,2015-06-01,29200.0,佛山,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.25384615384615383,41
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-47212942,53000.0,165000.0,2018-01-01,100.0,青岛,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.3212121212121212,10
康迪 2016款 K12    ,HC-41095028,43800.0,172000.0,2018-05-01,100.0,聊城,20.0,35.0,165.0,152.0,康迪电动汽车集团,微型车,2018-11-28,0.25465116279069766,6
特斯拉MODEL S 2017款 MODEL S 75  ,HC-37202291,660000.0,785000.0,2017-06-01,31800.0,上海,75.0,284.8,440.0,480.0,特斯拉,中大型车,2018-11-28,0.8407643312101911,17
长城C30新能源 2017款 EV 豪华型  ,HC-48136837,66000.0,155000.0,2017-11-01,7900.0,邯郸,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.4258064516129032,12
众泰 2014款 云100 舒适型  ,HC-44605004,30000.0,172000.0,2015-12-01,16700.0,青岛,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.1744186046511628,35
特斯拉MODEL S 2014款 MODEL S P85  ,HC-32721796,455000.0,925000.0,2014-10-01,89800.0,北京,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.4918918918918919,49
江淮iEV 2015款 iEV5  ,HC-44724917,40000.0,195000.0,2015-07-01,14800.0,上海,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.20512820512820512,40
江淮iEV 2015款 iEV5 ,HC-47105953,85000.0,195000.0,2016-12-01,1300.0,南京,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.4358974358974359,23
奇瑞eQ 2015款 豪华型  ,HC-50369988,36000.0,179000.0,2015-12-01,18100.0,大连,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.2011173184357542,35
北汽新能源 EV系列 2015款 EV160 轻秀版  ,HC-42353472,39000.0,205000.0,2015-10-01,15800.0,北京,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.1902439024390244,37
特斯拉MODEL S 2016款 MODEL S 75   ,HC-42410196,680000.0,838000.0,2018-01-01,9200.0,武汉,75.0,284.8,440.0,480.0,特斯拉,中大型车,2018-11-28,0.8114558472553699,10
特斯拉MODEL S 2016款 MODEL S 70D  ,HC-32747042,550000.0,848000.0,2016-04-01,35000.0,嘉兴,70.0,386.0,525.0,470.0,特斯拉,中大型车,2018-11-28,0.6485849056603774,31
特斯拉MODEL S 2016款 MODEL S 60  ,HC-43179267,515000.0,769000.0,2017-07-01,110700.0,上海,60.0,284.8,440.0,400.0,特斯拉,中大型车,2018-11-28,0.6697009102730819,16
特斯拉MODEL S 2016款 MODEL S 60   ,HC-18938436,700000.0,769000.0,2017-06-01,7200.0,北京,60.0,284.8,440.0,400.0,特斯拉,中大型车,2018-11-28,0.9102730819245773,17
御捷E行 2018款 标准型  ,HC-45950620,38000.0,148000.0,2017-12-01,4800.0,漯河,22.0,36.0,230.0,153.0,御捷新能源,微型车,2018-11-28,0.25675675675675674,11
比亚迪秦 2016款 秦EV300 尊贵型  ,HC-33579603,104800.0,293000.0,2016-05-01,46300.0,西安,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.357679180887372,30
荣威E50 2015款 标准型 ,HC-33578218,40000.0,255000.0,2014-03-01,41500.0,上海,18.0,52.0,155.0,120.0,上汽集团,微型车,2018-11-28,0.1568627450980392,56
北汽新能源EC系列 2017款 EC180 灵动版   ,HC-32152920,41000.0,165000.0,2017-09-01,8600.0,枣庄,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.24848484848484848,14
众泰E200 2018款 飞鱼座   ,HC-47661492,50000.0,197000.0,2017-12-01,3000.0,长治,24.5,60.0,160.0,165.0,众泰汽车,微型车,2018-11-28,0.25380710659898476,11
长城C30新能源 2017款 EV 豪华型   ,HC-44442309,64600.0,155000.0,2017-12-01,2100.0,大庆,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.4167741935483871,11
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-41238282,45000.0,165000.0,2017-12-01,1200.0,漳州,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2727272727272727,11
奇瑞eQ 2015款 豪华型  ,HC-40084869,37800.0,179000.0,2016-09-01,49700.0,芜湖,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.2111731843575419,26
江淮iEV 2017款 iEV7   ,HC-45104012,62699.99999999999,172000.0,2017-11-01,17300.0,阜阳,24.0,50.0,215.0,180.0,江淮汽车,小型车,2018-11-28,0.3645348837209302,12
奇瑞eQ 2015款 舒适型  ,HC-36654714,47000.0,174000.0,2016-12-01,31300.0,大连,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.27011494252873564,23
众泰E200 2016款 三门两座科技版   ,HC-36293493,41800.0,197000.0,2016-08-01,17900.0,广州,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.21218274111675126,27
江淮iEV 2017款 iEV4 时光版 ,HC-46914735,55000.0,139000.0,2016-12-01,17800.0,日照,22.0,60.0,200.0,166.0,江淮汽车,小型车,2018-11-28,0.39568345323741005,23
江淮iEV 2015款 iEV4 豪华智能型 ,HC-29769683,42000.0,168000.0,2016-09-01,31900.0,惠州,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.25,26
江淮iEV 2015款 iEV4 豪华智能型  ,HC-43911297,50000.0,168000.0,2016-06-01,11600.0,临汾,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.2976190476190476,29
江淮iEV 2014款 iEV4  ,HC-44912473,49000.0,184000.0,2016-10-01,18500.0,日照,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.266304347826087,25
比亚迪e6 2016款 400 豪华版  ,HC-41707678,155000.0,336000.0,2016-11-01,59500.0,北京,82.0,90.0,450.0,400.0,比亚迪,MPV,2018-11-28,0.46130952380952384,24
中华H230EV 2017款 舒适型  ,HC-44585539,54000.0,184000.0,2016-12-01,7400.0,秦皇岛,23.4,65.0,180.0,150.0,华晨中华,小型车,2018-11-28,0.29347826086956524,23
江铃集团新能源 江铃E200 2016款 舒适型  ,HC-39514434,33000.0,198000.0,2016-12-01,17400.0,廊坊,17.3,30.0,130.0,152.0,江铃集团新能源,微型车,2018-11-28,0.16666666666666666,23
华泰EV160R 2017款 标准型   ,HC-46465968,35900.0,119000.0,2017-12-01,18800.0,衡水,19.8,20.0,110.0,160.0,华泰新能源,微型车,2018-11-28,0.30168067226890755,11
比亚迪e6 2012款 先行者 ,HC-40526486,86000.0,401000.0,2013-12-01,88400.0,深圳,57.0,90.0,450.0,300.0,比亚迪,MPV,2018-11-28,0.2144638403990025,59
特斯拉MODEL S 2017款 MODEL S 75  ,HC-48835662,700000.0,785000.0,2017-12-01,7100.0,上海,75.0,284.8,440.0,480.0,特斯拉,中大型车,2018-11-28,0.89171974522293,11
比亚迪秦 2016款 秦EV300 尊贵型  ,HC-36618725,114000.0,293000.0,2017-03-01,46600.0,广州,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.3890784982935154,20
长安欧尚 奔奔mini-e 2017款 标准型   ,HC-37703716,38800.0,90000.0,2017-11-01,4500.0,洛阳,17.3,30.0,150.0,151.0,长安汽车,微型车,2018-11-28,0.4311111111111111,12
华泰新能源 华泰XEV260 2016款 精英型   ,HC-43770118,99000.0,282000.0,2016-11-01,62200.0,太原,49.9,80.0,220.0,266.0,华泰新能源,紧凑型SUV,2018-11-28,0.35106382978723405,24
江淮iEV 2015款 iEV4 豪华型 ,HC-28878818,42800.0,166000.0,2016-12-01,3300.0,深圳,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.25783132530120484,23
奇瑞eQ1 2017款 智炫版 2座    ,HC-38802084,47300.00000000001,180000.0,2017-05-01,20400.0,聊城,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.26277777777777783,18
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-42760141,40000.0,139000.0,2017-06-01,27200.000000000004,宜昌,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.28776978417266186,17
江淮iEV 2015款 iEV4 豪华智能型  ,HC-41647190,40000.0,168000.0,2016-10-01,12100.0,郑州,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.23809523809523808,25
众泰 2017款 云100plus 豪华型   ,HC-39733387,52600.0,118000.0,2017-12-01,100.0,广州,20.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.4457627118644068,11
众泰E200 2017款 尊贵型  ,HC-41872912,45000.0,202000.0,2016-12-01,4200.0,深圳,24.52,60.0,180.0,160.0,众泰汽车,微型车,2018-11-28,0.22277227722772278,23
比亚迪 2016款 秦EV300 尊荣型   ,HC-38499834,95000.0,315000.0,2016-12-01,100900.0,深圳,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.30158730158730157,23
知豆D2 2017款 D2 乐享版    ,HC-33638426,35000.0,165000.0,2017-05-01,4300.0,青岛,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.21212121212121213,18
江淮iEV6S 2016款 智享版  ,HC-30757450,50000.0,239000.0,2016-05-01,103100.0,合肥,33.0,85.0,270.0,251.0,江淮汽车,小型SUV,2018-11-28,0.20920502092050208,30
比亚迪秦 2016款 秦EV300 尊贵型    ,HC-28860489,110000.0,293000.0,2017-03-01,20000.0,北京,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.37542662116040953,20
比亚迪秦 2016款 秦EV300 尊贵型 ,HC-33282509,139800.0,293000.0,2016-09-01,19400.0,昆明,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.47713310580204776,26
江淮iEV6S 2016款 智享版 ,HC-37061652,67800.0,239000.0,2016-09-01,9900.0,武汉,33.0,85.0,270.0,251.0,江淮汽车,小型SUV,2018-11-28,0.28368200836820084,26
江淮iEV 2015款 iEV4 豪华智能型 ,HC-24938037,31000.0,168000.0,2015-11-01,141000.0,绍兴,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.18452380952380953,36
知豆D2 2017款 D2S    ,HC-39645243,37800.0,205000.0,2017-09-01,7800.0,宁波,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.18439024390243902,14
奇瑞eQ 2015款 舒适型 ,HC-40775772,32000.0,174000.0,2015-04-01,66100.0,上海,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.1839080459770115,43
江淮iEV 2015款 iEV4 豪华型   ,HC-22453688,35000.0,166000.0,2015-12-01,46900.00000000001,武汉,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.21084337349397592,35
北汽新能源 EC系列 2017款 EC180 灵动版   ,HC-43941849,50000.0,165000.0,2018-05-01,3900.0,临沂,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.30303030303030304,6
北汽新能源 EV系列 2014款 E150EV 科技版   ,HC-39165008,36000.0,251000.0,2014-10-01,61300.0,北京,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.14342629482071714,49
奇瑞eQ 2015款 舒适型  ,HC-38745694,42500.0,174000.0,2016-03-01,10300.0,青岛,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.2442528735632184,32
知豆D2 2017款 D2 乐享版  ,HC-44256150,38000.0,165000.0,2017-12-01,100.0,临沂,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.23030303030303031,11
众泰 2016款 云100S 豪华型   ,HC-41292858,40000.0,184000.0,2017-09-01,3100.0,深圳,22.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.21739130434782608,14
江淮iEV 2015款 iEV4 豪华智能型  ,HC-12108302,38500.0,168000.0,2016-07-01,17000.0,周口,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.22916666666666666,28
比亚迪e6 2014款 精英版 ,HC-44603710,130000.0,358000.0,2015-07-01,87899.99999999999,北京,57.0,90.0,450.0,300.0,比亚迪,MPV,2018-11-28,0.36312849162011174,40
江淮iEV 2015款 iEV4 豪华型 ,HC-44249002,43000.0,166000.0,2016-12-01,31100.0,天津,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.25903614457831325,23
北汽新能源EV系列 2016款 EV160 轻秀版 ,HC-23686646,60000.0,206000.0,2015-07-01,25900.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.2912621359223301,40
比亚迪e6 2014款 精英版  ,HC-35258871,138000.0,358000.0,2015-09-01,20800.0,北京,57.0,90.0,450.0,300.0,比亚迪,MPV,2018-11-28,0.3854748603351955,38
江淮iEV 2015款 iEV4 豪华型  ,HC-42152750,40000.0,166000.0,2016-07-01,20200.0,上海,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.24096385542168675,28
众泰 2016款 云100S 豪华型  ,HC-43538955,42000.0,184000.0,2016-10-01,35200.0,天津,22.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.22826086956521738,25
奇瑞eQ 2015款 豪华型  ,HC-34410087,37000.0,179000.0,2015-02-01,31000.0,上海,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.20670391061452514,45
特斯拉MODEL S 2016款 MODEL S 75  ,HC-35256221,590000.0,838000.0,2016-06-01,32500.0,成都,75.0,284.8,440.0,480.0,特斯拉,中大型车,2018-11-28,0.7040572792362768,29
腾势 2017款 荣耀版    ,HC-41515179,218000.0,470000.0,2017-12-01,8600.0,上海,62.0,135.0,300.0,352.0,腾势汽车,中型车,2018-11-28,0.46382978723404256,11
宝马i3 2016款 升级款时尚型(进口)  ,HC-36786169,278000.0,459000.0,2016-09-01,4300.0,西安,33.0,125.0,250.0,271.0,宝马(进口),小型车,2018-11-28,0.6056644880174292,26
特斯拉MODEL S 2017款 改款 Model S 100D   ,HC-38797003,860000.0,1160000.0,2017-12-01,21600.0,南京,100.0,386.0,660.0,579.0,特斯拉,中大型车,2018-11-28,0.7413793103448276,11
荣威eRX5 2017款 ERX5 EV400 电动互联网至尊版    ,HC-41727422,218000.0,322000.0,2018-07-01,700.0000000000001,威海,48.3,85.0,255.0,320.0,上汽集团,紧凑型SUV,2018-11-28,0.6770186335403726,4
特斯拉MODEL S 2017款 改款 MODEL S 100D   ,HC-36136925,930000.0,1160000.0,2018-01-01,4300.0,西安,100.0,386.0,660.0,579.0,特斯拉,中大型车,2018-11-28,0.8017241379310345,10
奇瑞eQ1 2017款 智享版 2座  ,HC-44335923,52000.0,176000.0,2017-12-01,8100.000000000001,宿州,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.29545454545454547,11
众泰 芝麻E30 2016款 E30标准型  ,HC-44441563,32000.0,195000.0,2016-11-01,12300.0,大庆,16.0,30.0,150.0,150.0,众泰汽车,微型车,2018-11-28,0.1641025641025641,24
众泰云100 2016款 云100S 豪华型  ,HC-28714139,35000.0,184000.0,2016-09-01,10000.0,长沙,22.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.19021739130434784,26
北汽新能源EC系列 2017款 EC180 灵动版   ,HC-33161084,46000.0,165000.0,2018-01-01,100.0,泰安,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2787878787878788,10
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-38284498,40000.0,251000.0,2015-04-01,27200.000000000004,南京,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.1593625498007968,43
江淮iEV 2015款 iEV5 ,HC-40850920,53000.0,195000.0,2015-12-01,7800.0,衢州,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.2717948717948718,35
东风风神E30 2016款 E30L ,HC-36730816,50000.0,179000.0,2016-12-01,8800.0,武汉,20.5,17.0,64.0,150.0,东风乘用车,微型车,2018-11-28,0.27932960893854747,23
江淮iEV 2017款 iEV7   ,HC-41726742,80000.0,172000.0,2017-07-01,7000.0,衡水,24.0,50.0,215.0,180.0,江淮汽车,小型车,2018-11-28,0.46511627906976744,16
比亚迪e5 2016款 300 豪华型  ,HC-28269562,100000.0,260000.0,2016-08-01,41000.0,重庆,43.0,160.0,310.0,305.0,比亚迪,紧凑型车,2018-11-28,0.38461538461538464,27
众泰 2016款 云100S 豪华型   ,HC-37302461,36000.0,184000.0,2016-08-01,7300.0,青岛,22.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.1956521739130435,27
奇瑞eQ 2015款 豪华型  ,HC-43047201,48600.0,179000.0,2015-12-01,70800.0,大同,22.3,41.8,150.0,151.0,奇瑞新能源,微型车,2018-11-28,0.27150837988826815,35
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-36911782,52000.0,139000.0,2017-12-01,600.0,日照,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.37410071942446044,11
特斯拉MODEL S 2017款 MODEL S 75D   ,HC-33766853,680000.0,952000.0,2017-05-01,33500.0,上海,75.0,386.0,525.0,469.0,特斯拉,中大型车,2018-11-28,0.7142857142857143,18
江铃集团新能源江淮iEV6E 2017款 iEV6E   ,HC-34223546,51000.0,139000.0,2017-08-01,700.0000000000001,泰安,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.3669064748201439,15
江淮iEV 2015款 iEV4 豪华型 ,HC-34559335,31000.0,166000.0,2015-04-01,64000.0,北京,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.18674698795180722,43
众泰云100 2014款 云100 舒适型   ,HC-35540300,30000.0,172000.0,2015-09-01,12000.0,长沙,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.1744186046511628,38
荣威E50 2015款 标准型  ,HC-38566743,38000.0,255000.0,2014-06-01,20299.999999999996,上海,18.0,52.0,155.0,120.0,上汽集团,微型车,2018-11-28,0.14901960784313725,53
江铃集团新能源江淮iEV6E 2017款 iEV6E  ,HC-29499126,45000.0,139000.0,2017-09-01,3500.0,廊坊,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.3237410071942446,14
众泰云100 2014款 云100 舒适型  ,HC-31582841,30000.0,172000.0,2015-03-01,19000.0,焦作,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.1744186046511628,44
江铃集团新能源江淮iEV6E 2017款 iEV6E 时光版   ,HC-34845948,47000.0,129000.0,2017-07-01,13799.999999999998,东营,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.3643410852713178,16
特斯拉MODEL S 2014款 MODEL S P85  ,HC-41370210,593800.0,925000.0,2015-08-01,14700.0,佛山,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.6419459459459459,39
长安 逸动 2016款 纯电动豪华型 ,HC-36492311,71000.0,264000.0,2016-12-01,9800.0,深圳,30.0,90.0,280.0,200.0,长安汽车,紧凑型车,2018-11-28,0.2689393939393939,23
宝马i3 2015款 时尚型(进口) ,HC-40330236,190000.0,452000.0,2016-09-01,8000.0,苏州,19.0,125.0,250.0,185.0,宝马(进口),小型车,2018-11-28,0.42035398230088494,26
奇瑞QQ3EV 2012款 启航I型   ,HC-40684807,30000.0,57000.0,2018-06-01,9900.0,安阳,10.0,12.0,72.0,120.0,奇瑞新能源,微型车,2018-11-28,0.5263157894736842,5
云度π1 2017款 城市乐派型    ,HC-46491488,79900.0,139000.0,2017-12-01,1400.0000000000002,台州,24.0,55.0,170.0,150.0,云度新能源,小型SUV,2018-11-28,0.5748201438848921,11
特斯拉MODEL S 2016款 MODEL S 75D  ,HC-39271412,590000.0,891000.0,2016-10-01,29900.000000000004,北京,75.0,386.0,525.0,490.0,特斯拉,中大型车,2018-11-28,0.6621773288439955,25
云度π1 2017款 城际智派型   ,HC-35020501,88000.0,183000.0,2017-11-01,14000.0,漳州,38.0,85.0,250.0,250.0,云度新能源,小型SUV,2018-11-28,0.4808743169398907,12
启辰 晨风 2014款 领航版6.6KW   ,HC-42002507,69300.0,279000.0,2016-01-01,65700.0,广州,24.0,80.0,254.0,175.0,东风启辰,紧凑型车,2018-11-28,0.24838709677419354,34
北汽新能源EC系列 2017款 EC180 灵动版   ,HC-35958590,48000.0,165000.0,2018-04-01,700.0000000000001,长治,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2909090909090909,7
长城C30新能源 2017款 EV 悦享型  ,HC-42530258,60000.0,163000.0,2017-12-01,10700.0,衡水,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.36809815950920244,11
众泰E200 2016款 三门两座科技版   ,HC-41829685,47500.0,197000.0,2016-10-01,5699.999999999999,青岛,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.24111675126903553,25
江铃集团新能源江铃E200 2016款 舒适型   ,HC-33235997,33000.0,198000.0,2017-05-01,2900.0,阜阳,17.3,30.0,130.0,152.0,江铃集团新能源,微型车,2018-11-28,0.16666666666666666,18
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版    ,HC-41080460,44000.0,129000.0,2018-03-01,7400.0,阜阳,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.34108527131782945,8
众泰 2016款 云100S 豪华型 ,HC-40939568,31000.0,184000.0,2016-07-01,63900.0,广州,22.0,27.0,140.0,155.0,众泰汽车,微型车,2018-11-28,0.16847826086956522,28
荣威E50 2016款 标准型   ,HC-41284328,65300.0,205000.0,2016-08-01,23400.0,上海,22.4,52.0,155.0,170.0,上汽集团,微型车,2018-11-28,0.31853658536585366,27
知豆D2 2017款 D2S   ,HC-42738362,45000.0,205000.0,2017-12-01,7200.0,郑州,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.21951219512195122,11
特斯拉MODEL S 2014款 MODEL S P85  ,HC-41215260,500000.0,925000.0,2014-11-01,56500.0,上海,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.5405405405405406,48
特斯拉MODEL S 2017款 Model S 75D   ,HC-41540429,750000.0,952000.0,2018-04-01,2900.0,上海,75.0,386.0,525.0,469.0,特斯拉,中大型车,2018-11-28,0.7878151260504201,7
腾势 2014款 时尚版  ,HC-41248212,190000.0,401000.0,2016-07-01,17500.0,北京,47.5,86.0,290.0,253.0,腾势汽车,中型车,2018-11-28,0.47381546134663344,28
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版    ,HC-36943513,37000.0,129000.0,2017-10-01,400.0,南阳,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.2868217054263566,13
