title,car_number,price,new_car_price,licensing_time,miles,license_location,battery_volume,battery_power_data,battery_torque_data,endurance_miles,make,type,record_date,RV_ratio,months
特斯拉MODEL S 2014款 MODEL S 85  ,HC-59009865,400000.0,797000.0,2014-11-01,59500.0,北京,85.0,270.0,440.0,502.0,特斯拉,中大型车,2018-11-28,0.5018820577164367,48
宝马i3 2016款 升级款时尚型(进口)   ,HC-62295477,209000.0,459000.0,2017-12-01,17800.0,沈阳,33.0,125.0,250.0,271.0,宝马(进口),小型车,2018-11-28,0.4553376906318083,11
江淮iEV 2014款 iEV4  ,HC-62063134,23000.0,184000.0,2014-11-01,38000.0,上海,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.125,48
特斯拉Model X 2016款 Model X P100D   ,HC-58213016,1400000.0,1707000.0,2018-07-01,2400.0,上海,100.0,568.0,967.0,507.0,特斯拉,中大型SUV,2018-11-28,0.8201523140011716,4
江铃集团新能源 江铃E100 2016款 标准型   ,HC-58689081,13500.0,169000.0,2015-12-01,26700.0,南昌,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.07988165680473373,35
江铃集团新能源 江铃E100 2016款 标准型    ,HC-58760903,29000.0,169000.0,2017-08-01,5200.0,潍坊,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.17159763313609466,15
特斯拉MODEL S 2014款 MODEL S 85  ,HC-38181195,510000.0,797000.0,2014-12-01,3600.0,上海,85.0,270.0,440.0,502.0,特斯拉,中大型车,2018-11-28,0.6398996235884568,47
特斯拉MODEL S 2014款 MODEL S P85  ,HC-59898815,450000.0,925000.0,2014-11-01,38100.0,上海,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.4864864864864865,48
知豆D2 2016款 D2S   ,HC-54858524,24800.0,205000.0,2016-12-01,24200.0,东莞,18.0,15.0,95.0,155.0,知豆电动车,微型车,2018-11-28,0.12097560975609756,23
荣威eRX5 2017款 ERX5 EV400 电动互联网旗舰版    ,HC-61710360,195000.0,306000.0,2018-05-01,18400.0,自贡,48.3,85.0,255.0,320.0,上汽集团,紧凑型SUV,2018-11-28,0.6372549019607843,6
江铃集团新能源 江铃E100 2016款 标准型  ,HC-60329628,15000.0,169000.0,2016-06-01,98000.0,无锡,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.08875739644970414,29
特斯拉MODEL S 2014款 MODEL S P85  ,HC-38224080,475000.0,925000.0,2015-01-01,68100.0,北京,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.5135135135135135,46
长安欧尚 奔奔mini-e 2017款 标准型   ,HC-59633477,25800.0,90000.0,2017-12-01,17800.0,重庆,17.3,30.0,150.0,151.0,长安汽车,微型车,2018-11-28,0.2866666666666667,11
特斯拉MODEL S 2014款 MODEL S 85  ,HC-62555857,450000.0,797000.0,2015-10-01,65300.0,上海,85.0,270.0,440.0,502.0,特斯拉,中大型车,2018-11-28,0.5646173149309912,37
特斯拉MODEL S 2017款 改款 Model S 100D   ,HC-62567901,880000.0,1160000.0,2017-09-01,21600.0,深圳,100.0,386.0,660.0,579.0,特斯拉,中大型车,2018-11-28,0.7586206896551724,14
特斯拉MODEL S 2016款 MODEL S 60  ,HC-57648401,550000.0,769000.0,2017-06-01,40100.0,上海,60.0,284.8,440.0,400.0,特斯拉,中大型车,2018-11-28,0.7152145643693107,17
腾势 2014款 时尚版  ,HC-61304036,120000.0,401000.0,2015-12-01,35500.0,上海,47.5,86.0,290.0,253.0,腾势汽车,中型车,2018-11-28,0.29925187032418954,35
东风风神E30 2015款 E30L  ,HC-58422106,26000.0,217000.0,2015-12-01,37200.0,武汉,20.5,17.0,64.0,150.0,东风乘用车,微型车,2018-11-28,0.11981566820276497,35
御捷E驰 2017款 标准型  ,HC-59464623,26000.0,166000.0,2016-12-01,22000.0,天津,22.3,15.0,110.0,155.0,御捷新能源,微型车,2018-11-28,0.1566265060240964,23
江淮iEV 2015款 iEV4 豪华型  ,HC-58692835,36000.0,166000.0,2016-03-01,16500.0,呼和浩特,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.21686746987951808,32
众泰 芝麻 2017款 标准型   ,HC-39309120,33000.0,130000.0,2017-12-01,5500.0,杭州,16.0,30.0,150.0,150.0,众泰汽车,微型车,2018-11-28,0.25384615384615383,11
江铃集团新能源 江铃E200 2016款 标准型   ,HC-59233899,23800.0,195000.0,2016-12-01,25099.999999999996,南京,17.3,30.0,130.0,152.0,江铃集团新能源,微型车,2018-11-28,0.12205128205128205,23
康迪 2016款 K17A 时尚型  ,HC-59362045,36000.0,179000.0,2017-12-01,13799.999999999998,天津,20.0,35.0,165.0,151.0,康迪电动汽车集团,小型车,2018-11-28,0.2011173184357542,11
长安 逸动 2016款 纯电动尊享型    ,HC-58964347,61000.0,264000.0,2017-08-01,10900.0,北京,30.0,90.0,280.0,200.0,长安汽车,紧凑型车,2018-11-28,0.23106060606060605,15
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-58593148,55000.0,139000.0,2018-02-01,100.0,邯郸,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.39568345323741005,9
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版   ,HC-55242449,42300.00000000001,129000.0,2018-04-01,4900.0,新乡,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.3279069767441861,7
比亚迪e6 2014款 精英版   ,HC-62079240,105000.0,358000.0,2015-06-01,31400.0,北京,57.0,90.0,450.0,300.0,比亚迪,MPV,2018-11-28,0.29329608938547486,41
北汽新能源 EC系列 2017款 EC180 灵动版    ,HC-56827864,47500.0,165000.0,2018-03-01,2300.0,徐州,20.3,30.0,140.0,156.0,北汽新能源,微型车,2018-11-28,0.2878787878787879,8
江淮iEV 2014款 iEV4  ,HC-58301739,30000.0,184000.0,2015-12-01,25299.999999999996,广州,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.16304347826086957,35
北汽新能源 EU系列 2017款 EU260 乐途plus版    ,HC-57820589,70000.0,223000.0,2017-12-01,2700.0,南昌,41.4,100.0,260.0,260.0,北汽新能源,紧凑型车,2018-11-28,0.31390134529147984,11
江淮iEV 2015款 iEV4 豪华型  ,HC-59649754,32000.0,166000.0,2015-11-01,45800.0,北京,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.1927710843373494,36
众泰 2014款 云100 舒适型   ,HC-58635104,18900.0,172000.0,2015-12-01,59400.00000000001,长沙,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.10988372093023256,35
御捷E行 2018款 标准型   ,HC-62237095,39000.0,148000.0,2017-11-01,9900.0,滨州,22.0,36.0,230.0,153.0,御捷新能源,微型车,2018-11-28,0.2635135135135135,12
众泰E200 2017款 豪华型   ,HC-38610754,45000.0,195000.0,2017-12-01,2000.0,太原,24.52,60.0,180.0,160.0,众泰汽车,微型车,2018-11-28,0.23076923076923078,11
海马@3 2017款 纯电动 舒适型  ,HC-58337888,48000.0,163000.0,2016-12-01,900.0,惠州,26.7,70.0,240.0,202.0,海马汽车,紧凑型车,2018-11-28,0.294478527607362,23
比亚迪e6 2016款 400 精英版  ,HC-61649962,150000.0,358000.0,2016-11-01,6500.0,北京,82.0,90.0,450.0,400.0,比亚迪,MPV,2018-11-28,0.41899441340782123,24
比亚迪 2017款 秦EV300 旗舰型   ,HC-59467036,137000.0,278000.0,2018-06-01,200.0,北京,47.5,160.0,310.0,300.0,比亚迪,紧凑型车,2018-11-28,0.49280575539568344,5
众泰E200 2017款 舒适型   ,HC-57688636,44000.0,200000.0,2017-12-01,4300.0,金华,24.52,60.0,180.0,160.0,众泰汽车,微型车,2018-11-28,0.22,11
长安 逸动 2018款 EV300 尊享型   ,HC-55330395,99000.0,217000.0,2018-07-01,14800.0,重庆,45.0,90.0,280.0,300.0,长安汽车,紧凑型车,2018-11-28,0.45622119815668205,4
江铃集团新能源 江铃E100 2016款 标准型  ,HC-61241757,15000.0,169000.0,2015-08-01,17500.0,南昌,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.08875739644970414,39
比亚迪e6 2016款 400 精英版  ,HC-34968783,150000.0,358000.0,2016-03-01,44900.0,北京,82.0,90.0,450.0,400.0,比亚迪,MPV,2018-11-28,0.41899441340782123,32
众泰 2014款 云100 舒适型  ,HC-57679934,22500.0,172000.0,2015-11-01,14100.0,深圳,18.0,18.0,120.0,155.0,众泰汽车,微型车,2018-11-28,0.1308139534883721,36
知豆D2 2017款 D2S   ,HC-58201750,33000.0,205000.0,2017-04-01,10600.0,郑州,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.16097560975609757,19
长安 奔奔 2017款 纯电动 180公里标准型    ,HC-59250537,39000.0,168000.0,2017-04-01,25500.0,北京,23.2,55.0,170.0,180.0,长安汽车,微型车,2018-11-28,0.23214285714285715,19
云度π1 2017款 城市乐派型    ,HC-54926142,67000.0,139000.0,2017-12-01,200.0,台州,24.0,55.0,170.0,150.0,云度新能源,小型SUV,2018-11-28,0.48201438848920863,11
长安 奔奔 2017款 纯电动 210公里时尚型  ,HC-38519101,49000.0,181000.0,2017-06-01,9300.0,北京,27.5,55.0,170.0,210.0,长安汽车,微型车,2018-11-28,0.27071823204419887,17
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-58299881,31000.0,251000.0,2015-05-01,66700.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.12350597609561753,42
江铃集团新能源 江铃E100 2016款 标准型  ,HC-61143435,35000.0,169000.0,2017-08-01,14100.0,苏州,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.20710059171597633,15
江淮iEV 2015款 iEV5  ,HC-59327018,38000.0,195000.0,2015-12-01,35100.0,北京,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.19487179487179487,35
江淮iEV 2015款 iEV5  ,HC-62130292,40000.0,195000.0,2016-05-01,146100.0,大连,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.20512820512820512,30
知豆D2 2016款 D2S   ,HC-45078980,35000.0,205000.0,2017-06-01,11500.0,杭州,18.0,15.0,95.0,155.0,知豆电动车,微型车,2018-11-28,0.17073170731707318,17
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-57615596,50000.0,139000.0,2017-08-01,7900.0,天津,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.3597122302158273,15
江淮iEV 2015款 iEV5 ,HC-34445196,37000.0,195000.0,2014-12-01,50000.0,合肥,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.18974358974358974,47
知豆D2 2017款 D2S    ,HC-52663630,33300.0,205000.0,2017-10-01,5100.0,深圳,18.0,15.0,90.0,155.0,知豆电动车,微型车,2018-11-28,0.1624390243902439,13
江铃集团新能源 江淮iEV6E 2017款 iEV6E  ,HC-38432692,44000.0,139000.0,2017-11-01,1600.0,石家庄,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.31654676258992803,12
知豆D2 2016款 D2S ,HC-59468926,41000.0,205000.0,2016-12-01,900.0,合肥,18.0,15.0,95.0,155.0,知豆电动车,微型车,2018-11-28,0.2,23
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版   ,HC-59266308,34900.0,129000.0,2017-10-01,19800.0,济宁,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.27054263565891473,13
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版   ,HC-58072472,42000.0,129000.0,2017-10-01,4700.0,潍坊,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.32558139534883723,13
北汽新能源 EV系列 2015款 EV200 轻快版 ,HC-49972926,39000.0,227000.0,2016-01-01,41300.0,北京,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.17180616740088106,34
北汽新能源 EV系列 2016款 EV160 轻快版   ,HC-56554950,42699.99999999999,193000.0,2016-08-01,41000.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.22124352331606215,27
北汽新能源 EV系列 2015款 EV200 轻快版  ,HC-59342633,45000.0,227000.0,2016-02-01,53900.0,北京,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.19823788546255505,33
奇瑞eQ 2017款 豪华型    ,HC-57401789,35000.0,187000.0,2017-07-01,15100.0,北京,23.6,41.8,150.0,200.0,奇瑞新能源,微型车,2018-11-28,0.18716577540106952,16
北汽新能源 EV系列 2015款 EV200 轻快版  ,HC-59619688,50000.0,227000.0,2016-03-01,62900.0,北京,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.22026431718061673,32
江淮iEV 2015款 iEV5   ,HC-58169438,30200.0,195000.0,2016-07-01,110200.0,桂林,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.15487179487179487,28
众泰E200 2016款 三门两座科技版  ,HC-59477807,42699.99999999999,197000.0,2016-12-01,20500.0,天津,24.5,60.0,165.0,155.0,众泰汽车,微型车,2018-11-28,0.21675126903553296,23
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-60947238,33000.0,251000.0,2014-12-01,69600.0,北京,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.13147410358565736,47
长安 奔奔 2017款 纯电动 180公里标准型   ,HC-55212687,40000.0,168000.0,2017-07-01,27100.0,北京,23.2,55.0,170.0,180.0,长安汽车,微型车,2018-11-28,0.23809523809523808,16
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-62666589,40000.0,251000.0,2015-05-01,36200.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.1593625498007968,42
北汽新能源 EV系列 2016款 EV160 轻快版    ,HC-43489051,45000.0,193000.0,2017-08-01,12300.0,北京,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.23316062176165803,15
北汽新能源 EV系列 2015款 EV200 轻快版  ,HC-57734177,42400.0,227000.0,2015-10-01,54400.00000000001,北京,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.186784140969163,37
江铃集团新能源 江铃E100 2016款 标准型   ,HC-62558288,36800.0,169000.0,2018-06-01,100.0,保定,15.0,20.0,110.0,152.0,江铃集团新能源,微型车,2018-11-28,0.21775147928994082,5
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-59566739,32000.0,251000.0,2015-05-01,81100.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.12749003984063745,42
长安 逸动 2016款 纯电动尊享型  ,HC-58509264,55000.0,264000.0,2017-03-01,62800.0,北京,30.0,90.0,280.0,200.0,长安汽车,紧凑型车,2018-11-28,0.20833333333333334,20
北汽新能源 EV系列 2015款 EV160 轻快版  ,HC-59559289,40000.0,192000.0,2016-04-01,23800.0,北京,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.20833333333333334,31
北汽新能源EU系列 2016款 EU260 乐享版  ,HC-30321158,84900.0,279000.0,2016-07-01,20000.0,北京,41.4,100.0,260.0,260.0,北汽新能源,紧凑型车,2018-11-28,0.3043010752688172,28
江铃集团新能源 江淮iEV6E 2017款 iEV6E    ,HC-58488550,40000.0,139000.0,2017-07-01,19000.0,北京,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.28776978417266186,16
众泰E200 2017款 豪华型   ,HC-62447295,48000.0,195000.0,2017-12-01,21400.0,天津,24.52,60.0,180.0,160.0,众泰汽车,微型车,2018-11-28,0.24615384615384617,11
知豆D2 2016款 D2S   ,HC-58140145,30000.0,205000.0,2017-12-01,3600.0,深圳,18.0,15.0,95.0,155.0,知豆电动车,微型车,2018-11-28,0.14634146341463414,11
长城C30新能源 2017款 EV 悦享型   ,HC-57312753,60800.0,163000.0,2017-12-01,15000.0,潍坊,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.37300613496932516,11
江淮iEV 2014款 iEV4 ,HC-62685148,31900.0,184000.0,2014-09-01,37700.0,石家庄,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.1733695652173913,50
北汽新能源 EV系列 2016款 EV160 轻快版   ,HC-57261836,45000.0,193000.0,2016-09-01,21200.0,北京,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.23316062176165803,26
北汽新能源 EV系列 2015款 EV160 轻快版  ,HC-59687120,42699.99999999999,192000.0,2015-12-01,16900.0,武汉,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.2223958333333333,35
华泰新能源 华泰EV160B 2017款 基本型    ,HC-59189204,31500.0,112000.0,2018-01-01,11299.999999999998,北京,21.0,30.0,140.0,155.0,华泰新能源,微型车,2018-11-28,0.28125,10
江淮iEV 2015款 iEV5  ,HC-59596721,40000.0,195000.0,2015-10-01,29600.0,北京,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.20512820512820512,37
北汽新能源 EV系列 2014款 E150EV 科技版 ,HC-62080514,38000.0,251000.0,2014-12-01,30400.0,大连,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.15139442231075698,47
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-58538192,40500.0,251000.0,2015-06-01,16500.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.16135458167330677,41
江淮iEV7S 2017款 智尊型    ,HC-59451094,101700.0,225000.0,2017-10-01,16800.0,眉山,39.0,85.0,270.0,280.0,江淮汽车,小型SUV,2018-11-28,0.452,13
北汽新能源 EV系列 2014款 E150EV 科技版 ,HC-62322572,40000.0,251000.0,2014-12-01,18200.0,潍坊,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.1593625498007968,47
荣威E50 2015款 标准型 ,HC-62111892,55000.0,255000.0,2016-09-01,17900.0,北京,18.0,52.0,155.0,120.0,上汽集团,微型车,2018-11-28,0.21568627450980393,26
北汽新能源 EV系列 2015款 EV200 轻快版  ,HC-54283479,50000.0,227000.0,2015-11-01,5400.0,北京,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.22026431718061673,36
江淮iEV 2015款 iEV5  ,HC-59362936,41800.0,195000.0,2015-08-01,14300.0,北京,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.21435897435897436,39
北汽新能源 EV系列 2016款 EV160 轻快版    ,HC-58318165,55000.0,193000.0,2017-05-01,8200.0,北京,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.2849740932642487,18
北汽新能源 EV系列 2015款 EV200 轻快版   ,HC-57886362,50000.0,227000.0,2016-01-01,19800.0,北京,30.4,53.0,180.0,200.0,北汽新能源,小型车,2018-11-28,0.22026431718061673,34
北汽新能源 EV系列 2015款 EV160 轻快版  ,HC-59283754,39000.0,192000.0,2015-08-01,30299.999999999996,北京,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.203125,39
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-62434779,33000.0,251000.0,2014-09-01,64800.00000000001,北京,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.13147410358565736,50
长安奔奔 2017款 纯电动 210公里时尚型   ,HC-28782320,57000.0,181000.0,2017-06-01,11000.0,北京,27.5,55.0,170.0,210.0,长安汽车,微型车,2018-11-28,0.3149171270718232,17
长安 奔奔 2017款 纯电动 180公里标准型    ,HC-58524466,38900.0,168000.0,2017-07-01,20000.0,北京,23.2,55.0,170.0,180.0,长安汽车,微型车,2018-11-28,0.23154761904761906,16
长城C30新能源 2017款 EV 悦享型   ,HC-61706689,51000.0,163000.0,2017-12-01,1300.0,保定,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.3128834355828221,11
比亚迪 元 2018款 EV360 智联炫酷型   ,HC-62581080,90000.0,102000.0,2018-08-01,3700.0,湖州,42.0,70.0,180.0,305.0,比亚迪,小型SUV,2018-11-28,0.8823529411764706,3
北汽新能源 EV系列 2014款 E150EV 科技版 ,HC-61986376,40000.0,251000.0,2015-06-01,41400.0,上海,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.1593625498007968,41
江铃集团新能源江铃E200 2016款 标准型  ,HC-35428322,30000.0,195000.0,2016-12-01,16000.0,深圳,17.3,30.0,130.0,152.0,江铃集团新能源,微型车,2018-11-28,0.15384615384615385,23
长安 奔奔 2017款 纯电动 180公里标准型  ,HC-59145683,43000.0,168000.0,2017-08-01,13500.0,日照,23.2,55.0,170.0,180.0,长安汽车,微型车,2018-11-28,0.25595238095238093,15
北汽新能源 EV系列 2015款 EV160 轻秀版 ,HC-49123792,33000.0,205000.0,2015-07-01,61300.0,上海,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.16097560975609757,40
江铃集团新能源 江淮iEV6E 2017款 iEV6E    ,HC-59295222,39900.0,139000.0,2018-01-01,300.0,广安,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.2870503597122302,10
江铃集团新能源 江淮iEV6E 2017款 iEV6E    ,HC-58250490,45000.0,139000.0,2018-02-01,1900.0,邯郸,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.3237410071942446,9
特斯拉MODEL S 2014款 MODEL S P85   ,HC-58473054,480000.0,925000.0,2014-10-01,52900.0,深圳,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.518918918918919,49
荣威E50 2016款 标准型  ,HC-59205327,70000.0,205000.0,2016-04-01,24200.0,北京,22.4,52.0,155.0,170.0,上汽集团,微型车,2018-11-28,0.34146341463414637,31
长安CS15EV 2018款 350i    ,HC-59777557,98000.0,213000.0,2018-11-01,1300.0,北京,42.92,55.0,170.0,300.0,长安汽车,小型SUV,2018-11-28,0.460093896713615,0
奇瑞eQ1 2017款 智炫版 2座   ,HC-47755627,54000.0,180000.0,2017-12-01,8800.0,东营,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.3,11
北汽新能源 EV系列 2016款 EV160 轻快版   ,HC-58306254,45000.0,193000.0,2016-06-01,21700.0,濮阳,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.23316062176165803,29
北汽新能源 EV系列 2015款 EV160 轻快版  ,HC-59345099,34000.0,192000.0,2015-06-01,49700.0,上海,25.6,53.0,180.0,160.0,北汽新能源,小型车,2018-11-28,0.17708333333333334,41
特斯拉MODEL S 2014款 MODEL S 85  ,HC-47412884,500000.0,797000.0,2014-12-01,30700.0,北京,85.0,270.0,440.0,502.0,特斯拉,中大型车,2018-11-28,0.6273525721455459,47
北汽新能源 EV系列 2014款 E150EV 科技版  ,HC-45835216,44000.0,251000.0,2016-12-01,22100.0,西安,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.1752988047808765,23
知豆D2 2016款 D2  ,HC-42926377,28000.0,172000.0,2016-11-01,3900.0,深圳,18.0,15.0,95.0,155.0,知豆电动车,微型车,2018-11-28,0.16279069767441862,24
华泰EV160R 2017款 标准型    ,HC-57801440,35100.0,119000.0,2017-12-01,15700.0,佛山,19.8,20.0,110.0,160.0,华泰新能源,微型车,2018-11-28,0.2949579831932773,11
江淮iEV 2015款 iEV4 豪华型 ,HC-61705088,12000.0,166000.0,2012-01-01,38100.0,合肥,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.07228915662650602,82
江淮iEV 2017款 iEV4 时光版   ,HC-57083537,39000.0,139000.0,2017-08-01,28700.0,北京,22.0,60.0,200.0,166.0,江淮汽车,小型车,2018-11-28,0.2805755395683453,15
腾势 2014款 尊贵版 ,HC-61617042,140000.0,433000.0,2016-02-01,51500.0,北京,47.5,86.0,290.0,253.0,腾势汽车,中型车,2018-11-28,0.3233256351039261,33
长城C30新能源 2017款 EV 悦享型   ,HC-57304736,59800.00000000001,163000.0,2017-12-01,7800.0,深圳,26.57,90.0,240.0,200.0,长城汽车,紧凑型车,2018-11-28,0.3668711656441718,11
荣威E50 2015款 标准型  ,HC-49874527,30000.0,255000.0,2013-03-01,47500.0,上海,18.0,52.0,155.0,120.0,上汽集团,微型车,2018-11-28,0.11764705882352941,68
江淮iEV 2015款 iEV4 豪华型  ,HC-62399827,30000.0,166000.0,2015-10-01,25600.0,滨州,19.2,42.0,170.0,152.0,江淮汽车,小型车,2018-11-28,0.18072289156626506,37
东风风神E30 2015款 E30L  ,HC-59607787,45000.0,217000.0,2016-09-01,4500.0,北京,20.5,17.0,64.0,150.0,东风乘用车,微型车,2018-11-28,0.2073732718894009,26
特斯拉MODEL S 2014款 MODEL S 85   ,HC-55339197,520000.0,797000.0,2015-06-01,50300.0,南京,85.0,270.0,440.0,502.0,特斯拉,中大型车,2018-11-28,0.6524466750313677,41
特斯拉MODEL S 2014款 MODEL S P85   ,HC-56584515,400000.0,925000.0,2014-11-01,111500.0,上海,85.0,310.0,600.0,502.0,特斯拉,中大型车,2018-11-28,0.43243243243243246,48
知豆D2 2016款 D2S ,HC-61350016,32000.0,205000.0,2016-10-01,22100.0,邢台,18.0,15.0,95.0,155.0,知豆电动车,微型车,2018-11-28,0.15609756097560976,25
云度π1 2017款 城市智派型  ,HC-56010640,45000.0,148000.0,2017-12-01,7300.0,莆田,24.0,55.0,170.0,150.0,云度新能源,小型SUV,2018-11-28,0.30405405405405406,11
江淮iEV 2015款 iEV5   ,HC-58376769,38700.0,195000.0,2014-12-01,26100.0,合肥,23.0,50.0,215.0,170.0,江淮汽车,小型车,2018-11-28,0.19846153846153847,47
奇瑞eQ 2017款 分享型   ,HC-59452371,50000.0,184000.0,2017-10-01,200.0,石家庄,23.6,41.8,150.0,200.0,奇瑞新能源,微型车,2018-11-28,0.2717391304347826,13
江铃集团新能源 江淮iEV6E 2017款 iEV6E ,HC-59450183,35500.0,139000.0,2016-12-01,16299.999999999998,合肥,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.25539568345323743,23
江铃集团新能源 江淮iEV6E 2017款 iEV6E 时光版   ,HC-59308345,38000.0,129000.0,2017-07-01,10700.0,昆明,19.66,60.0,200.0,156.0,江淮汽车,微型车,2018-11-28,0.29457364341085274,16
江铃集团新能源 江淮iEV6E 2017款 iEV6E   ,HC-61967187,72000.0,139000.0,2018-08-01,1300.0,宣城,22.0,45.0,175.0,170.0,江淮汽车,微型车,2018-11-28,0.5179856115107914,3
Smart smart fortwo 2014款 Electric Drive   ,HC-59958293,105000.0,255000.0,2018-08-01,1400.0000000000002,上海,17.6,55.0,130.0,145.0,smart,微型车,2018-11-28,0.4117647058823529,3
长安 奔奔 2017款 纯电动 180公里时尚型  ,HC-50061106,51800.0,175000.0,2017-12-01,6500.0,济宁,23.2,55.0,170.0,180.0,长安汽车,微型车,2018-11-28,0.296,11
江淮iEV 2017款 iEV4 豪华智能型  ,HC-56545799,30200.0,150000.0,2017-05-01,54700.0,重庆,23.0,42.0,165.0,170.0,江淮汽车,小型车,2018-11-28,0.20133333333333334,18
江淮iEV 2017款 iEV7   ,HC-53353105,46800.0,172000.0,2017-09-01,12600.0,桂林,24.0,50.0,215.0,180.0,江淮汽车,小型车,2018-11-28,0.27209302325581397,14
奇瑞eQ1 2017款 智炫版 2座   ,HC-59176298,42000.0,180000.0,2017-07-01,14900.0,福州,18.2,30.0,120.0,151.0,奇瑞新能源,微型车,2018-11-28,0.23333333333333334,16
北汽新能源EV系列 2014款 E150EV 科技版  ,HC-15889350,50900.0,251000.0,2016-12-01,9600.0,西安,25.6,45.0,144.0,150.0,北汽新能源,小型车,2018-11-28,0.20278884462151395,23
